Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units,Selected_Model
2026-07-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-08-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-09-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-10-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-11-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-12-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-01-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-02-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-03-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-04-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-05-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2027-06-01,GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,389.6111111111111,322.59933421249355,456.6228880097286,287.1254423385793,492.09677988364285,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Mean
2026-07-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,478.5198404933251,617.1827892467529,441.8179749508022,653.8846547892758,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-08-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,468.8652918412879,626.8373378987901,427.05261696308713,668.6500127769909,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-09-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,460.2450950302719,635.457534709806,413.8691636058603,681.8334661342177,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-10-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,452.37860174093305,643.324027999145,401.8384003137268,693.8642294263512,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-11-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,445.0925132436768,650.6101164964011,390.69528955116823,705.0073401889098,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-12-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,438.2709391082474,657.4316906318306,380.26259219994614,715.4400375401319,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-01-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,431.83186293687646,663.8707668032015,370.4148750039284,725.2877547361496,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-02-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,425.7147244320695,669.9879053080085,361.05951898064586,734.6431107594321,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-03-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,419.8733040040968,675.8293257359812,352.1258373675164,743.5767923725616,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-04-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,414.271380344246,681.4312493958321,343.5584344532337,752.1441952868443,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-05-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,408.8799446403957,686.8226850996823,335.3129450881457,760.3896846519324,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-06-01,GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,547.851314870039,403.6753394153423,692.0272903247358,327.3531882831054,768.3494414569726,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-07-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,560.0,463.5726474536224,656.4273525463776,412.52709044514114,707.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-08-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,573.0,476.5726474536224,669.4273525463776,425.52709044514114,720.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-09-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,533.0,436.5726474536224,629.4273525463776,385.52709044514114,680.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-10-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,445.0,348.57264745362244,541.4273525463776,297.52709044514114,592.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-11-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,469.0,372.5726474536224,565.4273525463776,321.52709044514114,616.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-12-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,529.0,432.5726474536224,625.4273525463776,381.52709044514114,676.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-01-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,583.0,486.5726474536224,679.4273525463776,435.52709044514114,730.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-02-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,596.0,499.5726474536224,692.4273525463776,448.52709044514114,743.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-03-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,648.0,551.5726474536224,744.4273525463776,500.52709044514114,795.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-04-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,620.0,523.5726474536224,716.4273525463776,472.52709044514114,767.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-05-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,688.0,591.5726474536224,784.4273525463776,540.5270904451411,835.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2027-06-01,GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,571.0,474.5726474536224,667.4273525463776,423.52709044514114,718.4729095548589,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Seasonal_Naive
2026-07-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,803.3428571428572,672.400176042937,934.2855382427772,603.0833077848915,1003.6024065008228,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-08-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,811.6857142857143,623.9504585923562,999.4209699790724,524.5694173842813,1098.8020111871474,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-09-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,820.0285714285715,587.0143626561332,1053.0427802010097,463.6640915599839,1176.393051297159,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-10-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,828.3714285714286,555.7925014467883,1100.950355696069,411.4979336045418,1245.2449235383156,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-11-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,836.7142857142857,528.0794265392819,1145.3491448892894,364.698001219687,1308.7305702088845,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-12-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,845.0571428571428,502.764525574052,1187.3497601402337,321.5657593764348,1368.548526337851,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-01-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,853.4,479.2001200454196,1227.5998799545805,281.1106692788286,1425.6893307211712,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-02-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,861.7428571428571,456.9720340435187,1266.5136802421955,242.6993035343022,1480.786410751412,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-03-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,870.0857142857143,435.7979720341176,1304.373456537311,205.89992837968475,1534.2715001917438,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-04-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,878.4285714285714,415.4762826660658,1341.380860191077,170.40414468667336,1586.4529981704695,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-05-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,886.7714285714286,395.8576326419648,1377.6852245008924,135.98356688541446,1637.5592902574426,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-06-01,GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,895.1142857142858,376.8282226561636,1413.400348772408,102.46415395677307,1687.7644174717984,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-07-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,837.1903291178621,751.3167477099021,923.0639105258222,705.8580196672109,968.5226385685132,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-08-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,841.7854081485486,755.4404914666328,928.1303248304644,709.7322536016611,973.8385626954362,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-09-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,846.380487179235,759.5642330852661,933.196741273204,713.6064842661738,979.1544900922964,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-10-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,850.9755662099215,763.6879717264517,938.2631606933912,717.4807103770729,984.47042204277,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-11-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,855.570645240608,767.8117065594297,943.3295839217864,721.3549306638213,989.7863598173948,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-12-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,860.1657242712944,771.9354367617548,948.396011780834,725.229143868597,995.1023046739916,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-01-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,864.7608033019809,776.0591615190249,953.4624450849368,729.1033487458797,1000.418257858082,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-02-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,869.3558823326673,780.1828800246192,958.5288846407154,732.9775440620494,1005.7342206032852,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-03-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,873.9509613633537,784.3065914794405,963.5953312472668,736.8517285949926,1011.0501941317148,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-04-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,878.5460403940402,788.4302950916774,968.6617856964032,740.7259011337378,1016.3661796543428,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-05-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,883.1411194247266,792.5539900765539,973.7282487728994,744.6000604780736,1021.6821783713796,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2027-06-01,GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,887.736198455413,796.6776756561133,978.7947212547128,748.4742054382186,1026.9981914726077,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,ETS
2026-07-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1081.3142857142857,939.6458445699112,1222.98272685866,864.6511019188594,1297.977469509712,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-08-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1092.6285714285714,889.5155696287725,1295.7415732283705,781.9940413616887,1403.263101495454,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-09-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1103.942857142857,851.842018485894,1356.0436957998202,718.3878958565222,1489.497818429192,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-10-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1115.2571428571428,820.3507657295295,1410.163519984756,664.2367598141221,1566.2775259001633,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-11-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1126.571428571429,792.6557105270472,1460.4871466158102,615.8914069207178,1637.2514502221395,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-12-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1137.8857142857144,767.5552681822016,1508.216160389227,571.5141719645983,1704.2572566068304,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-01-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1149.2,744.3487076309012,1554.051292369099,530.0333792634162,1768.366620736584,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-02-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1160.5142857142855,722.5879270394473,1598.440644389124,490.76371620153543,1830.264855227036,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-03-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1171.8285714285714,701.9675075181342,1641.6896353390086,453.2380848953321,1890.4190579618107,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-04-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1183.142857142857,682.2692800762848,1684.0164342094297,417.1228246667909,1949.1628896189231,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-05-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1194.4571428571428,663.3316792466602,1725.5826064676253,382.170842456649,2006.7434432576365,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2027-06-01,GBX,Gearbox Components,Gearbox Components Premium,GBX-08,Drift,1205.7714285714285,645.0315842095287,1766.5112729333282,348.1938412202077,2063.3490159226494,Native fable 80% and 95% model intervals,Trending,,,,,,,,,,Drift
2026-07-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,168.05381774902344,131.39654541015625,207.25460815429688,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,131.39654541015625,144.609375,153.67958068847656,161.1772918701172,168.05381774902344,175.00790405273438,182.7722320556641,192.50112915039065,207.25460815429688,TiRex2
2026-08-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,180.35694885253903,146.32015991210938,231.60568237304688,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,146.32015991210938,157.1114501953125,165.26858520507812,172.74765014648438,180.35694885253903,188.7009429931641,198.32179260253903,210.92518615722656,231.60568237304688,TiRex2
2026-09-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,165.37380981445312,121.7106475830078,209.56793212890625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,121.7106475830078,137.9013671875,148.7359619140625,157.47105407714844,165.37380981445312,173.2958221435547,181.93653869628903,192.7417449951172,209.56793212890625,TiRex2
2026-10-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,166.62762451171875,123.6258544921875,211.77427673339844,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,123.6258544921875,139.49998474121094,150.13931274414062,158.71946716308594,166.62762451171875,174.68328857421875,183.52691650390625,194.58657836914065,211.77427673339844,TiRex2
2026-11-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,165.73587036132812,121.78384399414062,211.43080139160156,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,121.78384399414062,137.84014892578125,148.6757354736328,157.56373596191406,165.73587036132812,174.00518798828125,182.9830017089844,194.09722900390625,211.43080139160156,TiRex2
2026-12-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,167.98265075683594,125.70002746582033,216.7630615234375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,125.70002746582033,140.81146240234375,151.1292266845703,159.82862854003906,167.98265075683594,176.43527221679688,185.80108642578125,197.72637939453125,216.7630615234375,TiRex2
2027-01-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,164.34327697753906,117.7798309326172,211.85934448242188,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,117.7798309326172,134.97230529785156,146.404296875,155.79319763183594,164.34327697753906,172.97300720214844,182.35140991210935,193.9192047119141,211.85934448242188,TiRex2
2027-02-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,164.5557403564453,118.95944213867188,210.78453063964844,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,118.95944213867188,135.96945190429688,147.09530639648438,156.23362731933594,164.5557403564453,172.94158935546875,182.09422302246097,193.3561553955078,210.78453063964844,TiRex2
2027-03-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,166.92535400390625,122.06190490722656,215.56344604492188,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,122.06190490722656,138.3331756591797,149.3238983154297,158.48556518554688,166.92535400390625,175.5117950439453,185.0730133056641,196.97169494628903,215.56344604492188,TiRex2
2027-04-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,165.6531219482422,119.3563003540039,214.85598754882812,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,119.3563003540039,136.43927001953125,147.80282592773438,157.1409454345703,165.6531219482422,174.281494140625,183.9080352783203,195.9475555419922,214.85598754882812,TiRex2
2027-05-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,166.95896911621094,121.23023986816406,216.0122528076172,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,121.23023986816406,137.92127990722656,149.12448120117188,158.42066955566406,166.95896911621094,175.63833618164062,185.28909301757812,197.16915893554688,216.0122528076172,TiRex2
2027-06-01,HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,165.10997009277344,116.39802551269533,213.32827758789065,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Volatile,116.39802551269533,134.6029052734375,146.63958740234375,156.35780334472656,165.10997009277344,173.85009765625,183.4937438964844,195.2230224609375,213.32827758789065,TiRex2
2026-07-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,233.0,188.82673127634115,277.17326872365885,165.4428153298777,300.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-08-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,218.0,173.82673127634115,262.17326872365885,150.4428153298777,285.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-09-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,275.0,230.82673127634115,319.17326872365885,207.4428153298777,342.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-10-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,191.0,146.82673127634115,235.17326872365885,123.44281532987767,258.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-11-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,235.0,190.82673127634115,279.17326872365885,167.4428153298777,302.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-12-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,185.0,140.82673127634115,229.17326872365885,117.44281532987767,252.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-01-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,147.0,102.82673127634114,191.17326872365885,79.44281532987769,214.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-02-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,190.0,145.82673127634115,234.17326872365885,122.44281532987767,257.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-03-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,110.0,65.82673127634114,154.17326872365885,42.44281532987769,177.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-04-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,169.0,124.82673127634114,213.17326872365885,101.44281532987767,236.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-05-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,219.0,174.82673127634115,263.17326872365885,151.4428153298777,286.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2027-06-01,HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,Seasonal_Naive,257.0,212.82673127634115,301.17326872365885,189.4428153298777,324.5571846701223,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-07-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-08-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-09-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-10-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-11-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-12-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-01-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-02-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-03-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-04-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-05-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2027-06-01,HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,Mean,237.05555555555551,187.81696219071364,286.29414892039745,161.75162535162931,312.3594857594818,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Mean
2026-07-01,HYP,Hydraulic Pumps,Hydraulic Pumps Heavy Duty,HYP-04,Seasonal_Naive,312.0,250.75253804058912,373.2474619594109,218.3300901716588,405.6699098283412,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
2026-08-01,HYP,Hydraulic Pumps,Hydraulic Pumps Heavy Duty,HYP-04,Seasonal_Naive,239.0,177.75253804058914,300.2474619594109,145.3300901716588,332.6699098283412,Native fable 80% and 95% model intervals,Volatile,,,,,,,,,,Seasonal_Naive
