Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
2027-06-01,FST,Fastening Kits,Fastening Kits Compact,FST-02,TiRex2,1333.65380859375,1128.87744140625,1549.518798828125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1128.87744140625,1201.05712890625,1250.44775390625,1293.3409423828125,1333.65380859375,1374.5863037109375,1418.8138427734375,1471.1790771484375,1549.518798828125
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1582.8505529395493,1458.1956312163957,1707.505474662703,1392.207301710547,1773.4938041685516,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1691.806419289016,1548.7162807594163,1834.8965578186155,1472.9689369738323,1910.6439016042,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1706.963931010373,1557.927058904956,1856.00080311579,1479.0317045213146,1934.8961574994312,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1448.1021720787414,1297.0281743707098,1599.176169786773,1217.0544308336205,1679.1499133238624,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1442.398676282572,1290.614678620834,1594.1826739443102,1210.2650838117156,1674.5322687534283,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1436.809561476187,1284.7777944033403,1588.8413285490328,1204.2970383908323,1669.3220845615408,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1425.325849058441,1273.210747214992,1577.44095090189,1192.6858764396989,1657.9658216771832,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1464.6862838462214,1312.5525799637217,1616.8199877287211,1232.0178618637867,1697.354705828656,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1486.3512044564543,1334.2414071147318,1638.4610017981772,1253.719344373032,1718.983064539877,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1656.7021010939038,1504.6872827955665,1808.7169193922412,1424.2154989223177,1889.1887032654904,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1731.1306866823422,1579.395588799433,1882.8657845652515,1499.0718799695726,1963.189493395112,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ARIMA,1615.3089757669816,1464.3748481457478,1766.243103388215,1384.4751473600238,1846.142804173939,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1627.0,1388.0185526570908,1865.9814473429092,1261.5094162743962,1992.490583725604,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1629.0,1286.3673095279455,1971.6326904720545,1104.988519458513,2153.011480541487,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1631.0,1205.7293976560095,2056.2706023439905,980.604739530188,2281.395260469812,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1633.0,1135.5204465630595,2130.47955343694,872.1706787333808,2393.829321266619,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1635.0,1071.7153266868434,2198.2846733131564,773.5304326259866,2496.4695673740134,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1637.0,1012.2870767119534,2261.7129232880466,681.5840313877777,2592.415968612222,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1639.0,956.0536286877432,2321.946371312257,594.5236580936803,2683.4763419063197,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1641.0,902.259076613488,2379.740923386512,511.1932542775735,2770.8067457224265,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1643.0,850.3882073074935,2435.6117926925062,430.80486937419687,2855.1951306258034,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1645.0,800.0729900302651,2489.927009969735,352.79564893897987,2937.20435106102,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1647.0,751.0408789071573,2542.959121092843,276.7487700263607,3017.251229973639,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Drift,1649.0,703.0841805982856,2594.9158194017145,202.3465930836694,3095.653406916331,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.741729322183,1741.052015435056,1275.2558852638674,1838.5378594933711,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417283934465,1741.052016363792,1275.255883843488,1838.5378609137504,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417274647123,1741.0520172925262,1275.2558824231116,1838.5378623341269,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.741726535976,1741.0520182212624,1275.2558810027322,1838.5378637545064,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.741725607244,1741.0520191499943,1275.2558795823588,1838.5378651748797,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417246785078,1741.0520200787307,1275.2558781619794,1838.5378665952592,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417237497737,1741.0520210074649,1275.255876741603,1838.5378680156357,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417228210377,1741.052021936201,1275.2558753212236,1838.537869436015,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417218923033,1741.0520228649352,1275.2558739008473,1838.5378708563912,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.741720963567,1741.0520237936714,1275.2558724804678,1838.5378722767707,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.741720034833,1741.0520247224056,1275.2558710600915,1838.537873697147,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,ETS,1556.8968723786193,1372.7417191060968,1741.0520256511418,1275.255869639712,1838.5378751175265,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,1556.861111111111,1372.8629340707053,1740.859288151517,1275.4601828020195,1838.2620394202024,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1392.737636626428,1857.262363373572,1269.785368442895,1980.214631557105,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1296.5314156882664,1953.4685843117336,1122.6506504985807,2127.3493495014195,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1222.7097859509486,2027.2902140490512,1009.7502105512356,2240.249789448764,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1160.475273252856,2089.524726747144,914.5707368857908,2335.4292631142093,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1105.6455668819356,2144.3544331180647,830.715937235772,2419.284062764228,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1056.075723281856,2193.924276718144,754.9054035143664,2495.0945964856337,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,1010.4915475934114,2239.5084524065887,685.1904228484648,2564.809577151535,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,968.0628313765328,2281.937168623467,620.3013009971613,2629.6986990028386,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,928.212909879284,2321.787090120716,559.356105328686,2690.6438946713142,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,890.5219170058427,2359.4780829941574,501.7127060620262,2748.287293937974,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,854.6728877686769,2395.327112231323,446.8863470807471,2803.1136529192527,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Naive,1625.0,820.4195719018971,2429.580428098103,394.50042110247136,2855.4995788975284,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1604.0,1417.0394584838027,1790.9605415161973,1318.0685261883054,1889.9314738116943,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1698.0,1511.0394584838027,1884.9605415161973,1412.0685261883054,1983.9314738116943,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1785.0,1598.0394584838027,1971.9605415161973,1499.0685261883054,2070.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1372.0,1185.0394584838027,1558.9605415161973,1086.0685261883054,1657.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1513.0,1326.0394584838027,1699.9605415161973,1227.0685261883054,1798.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1367.0,1180.0394584838027,1553.9605415161973,1081.0685261883054,1652.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1515.0,1328.0394584838027,1701.9605415161973,1229.0685261883054,1800.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1405.0,1218.0394584838027,1591.9605415161973,1119.0685261883054,1690.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1597.0,1410.0394584838027,1783.9605415161973,1311.0685261883054,1882.9314738116943,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1528.0,1341.0394584838027,1714.9605415161973,1242.0685261883054,1813.9314738116943,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1811.0,1624.0394584838027,1997.9605415161973,1525.0685261883054,2096.9314738116946,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,Seasonal_Naive,1625.0,1438.0394584838027,1811.9605415161973,1339.0685261883054,1910.9314738116943,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1672.859130859375,1547.4608154296875,1816.4664306640625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1547.4608154296875,1584.1263427734375,1615.2391357421875,1644.6973876953125,1672.859130859375,1700.055908203125,1728.2777099609375,1762.3455810546875,1816.4664306640625
2026-08-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1636.6986083984375,1504.0689697265625,1801.35400390625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1504.0689697265625,1543.7198486328125,1575.966796875,1606.64111328125,1636.6986083984375,1667.40771484375,1699.5450439453125,1739.0147705078125,1801.35400390625
2026-09-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1641.8973388671875,1506.662841796875,1821.5478515625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1506.662841796875,1545.881103515625,1578.652099609375,1610.251220703125,1641.8973388671875,1674.11279296875,1708.28466796875,1751.4544677734375,1821.5478515625
2026-10-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1545.6036376953125,1378.3106689453125,1710.3399658203125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1378.3106689453125,1434.6683349609375,1476.6405029296875,1512.5625,1545.6036376953125,1577.50341796875,1610.563232421875,1650.8232421875,1710.3399658203125
2026-11-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1498.3868408203125,1317.01513671875,1646.9110107421875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1317.01513671875,1380.6219482421875,1425.9053955078125,1464.4210205078125,1498.3868408203125,1529.3028564453125,1559.9647216796875,1596.1226806640625,1646.9110107421875
2026-12-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1442.55810546875,1272.05712890625,1588.888916015625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1272.05712890625,1331.8367919921875,1372.4581298828125,1408.8621826171875,1442.55810546875,1474.4039306640625,1506.26611328125,1542.6812744140625,1588.888916015625
2027-01-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1456.606201171875,1289.93603515625,1597.344482421875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1289.93603515625,1349.3609619140625,1388.4000244140625,1423.50048828125,1456.606201171875,1487.6861572265625,1518.4678955078125,1553.0445556640625,1597.344482421875
2027-02-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1486.64794921875,1303.5614013671875,1638.62939453125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1303.5614013671875,1370.714111328125,1414.4224853515625,1452.198486328125,1486.64794921875,1519.2576904296875,1551.7672119140625,1588.8876953125,1638.62939453125
2027-03-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1538.896728515625,1370.1038818359375,1697.7696533203125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1370.1038818359375,1431.05224609375,1472.56396484375,1507.3740234375,1538.896728515625,1569.60205078125,1601.77734375,1640.9632568359375,1697.7696533203125
2027-04-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1587.317626953125,1434.71435546875,1765.8011474609375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1434.71435546875,1486.8905029296875,1524.0977783203125,1556.4229736328125,1587.317626953125,1619.1334228515625,1654.187255859375,1698.529052734375,1765.8011474609375
2027-05-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1623.9879150390625,1474.369873046875,1806.613525390625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1474.369873046875,1522.4293212890625,1558.6871337890625,1591.8148193359375,1623.9879150390625,1657.327880859375,1693.1148681640625,1737.4862060546875,1806.613525390625
2027-06-01,FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,1656.97216796875,1510.275390625,1847.3660888671875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Stable,1510.275390625,1554.7137451171875,1590.4024658203125,1623.7822265625,1656.97216796875,1691.846435546875,1729.7861328125,1776.1446533203125,1847.3660888671875
2026-07-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,2007.4937091371016,1814.5593202847576,2200.4280979894456,1712.4260242334933,2302.56139404071,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1986.9511793700096,1786.98199148986,2186.920367250159,1681.1246977830097,2292.777660957009,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1969.2488484686912,1764.2117496766805,2174.285947260702,1655.671665988213,2282.8260309491698,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1953.9940321002728,1745.2731219526572,2162.7149422478883,1634.782946328703,2273.2051178718425,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1940.8483382517388,1729.433369223148,2152.2633072803296,1617.5170449747473,2264.17963152873,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1929.520160803655,1716.1265977955736,2142.9137238117364,1603.1628691633582,2255.877452443952,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1919.7582109382552,1704.9071396088282,2134.609282267683,1591.1718526776144,2248.3445691988964,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1911.3459428914928,1695.418896024814,2127.2729897581717,1581.1140220503378,2241.5778637326475,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1904.0967503975417,1687.3741439112437,2120.819356883839,1572.6481261135214,2235.5453746815615,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1897.8498272702425,1680.538325209176,2115.1613293313085,1565.5005649251148,2230.1990896153698,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1892.46660029828,1674.7188167674574,2110.214383829102,1559.4501030241531,2225.4830975724067,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ARIMA,1887.8276553263113,1669.7564553306838,2105.8988553219388,1554.316535252707,2221.338775399915,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2182.1714285714284,1941.9154986599667,2422.42735848289,1814.731691959241,2549.6111651836154,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2190.342857142857,1845.8829144038257,2534.802799881889,1663.536835413773,2717.1488788719416,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2198.5142857142855,1770.9757250177477,2626.0528464108233,1544.6504822619358,2852.378089166635,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2206.6857142857143,1706.5531138189062,2706.8183147525224,1441.7989077273328,2971.572520844096,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2214.8571428571427,1648.5684853215612,2781.145800392724,1348.7933780708877,3080.920907643398,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2223.0285714285715,1594.984068472177,2851.0730743849663,1262.5173914045372,3183.5397514526057,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2231.2,1544.61149137888,2917.7885086211195,1181.1534897570768,3281.246510242923,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-02-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2239.3714285714286,1496.6908168116115,2982.0520403312457,1103.5394494291454,3375.203407713712,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-03-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2247.542857142857,1450.7040839686135,3044.3816303171006,1028.883117733218,3466.2025965524963,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-04-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2255.714285714286,1406.2812994109136,3105.147272017658,956.6186385349032,3554.8099328936687,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-05-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2263.885714285714,1363.1484637829765,3164.622964788452,886.3269659814441,3641.444462589984,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-06-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Drift,2272.057142857143,1321.096776121109,3223.017509593177,817.6887665557356,3726.4255191585503,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-07-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1863.5763757743323,2246.8212591927913,1762.1375825888783,2348.2600523782457,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-08-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1854.600897630696,2255.7967373364277,1748.4107733222706,2361.986861644853,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-09-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1846.0101688145044,2264.3874661526193,1735.2723873740383,2375.1252475930855,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-10-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1837.7585819826868,2272.639052984437,1722.6526743320628,2387.744960635061,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-11-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1829.808885815429,2280.588749151695,1710.4946632189942,2399.90297174813,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2026-12-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1822.130186861474,2288.26744810565,1698.7511065783517,2411.6465283887724,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
2027-01-01,FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,ETS,2055.198817483562,1814.6965267195344,2295.7011082475897,1687.3823044612698,2423.015330505854,Native fable 80% and 95% model intervals,Stable,,,,,,,,,
